Departure city index,Arrival city index,Average delay per trip (minutes),Speed (km/h),Cost for 50km for every 1kg good ,Departure time,Arrival time,Cost for every 1kg good
4,6,11.5628110158784,98,0.7782428154251979,1351.1166666666666,1651.5481305109047,7.343791819730736
4,18,31.1303354393886,89,0.523735413932022,450.48333333333335,829.6023290196422,5.4068682222027595
4,30,3.13931658913757,89,1.05165023520678,527.4833333333333,587.1878394359239,1.7647749140713893
4,41,28.788175902980104,95,1.1836930081903998,973.9166666666666,1199.9930466395558,7.39507447893975
4,45,33.327870792868296,89,1.03202771089294,386.28333333333336,804.1550416650003,11.77351025966354
4,51,38.504220233289104,99,1.33556200919158,905.5833333333334,1194.1775379853261,11.022352508274848
4,54,25.4410057524562,90,0.688051747289765,585.2,890.5138675478656,5.777010347319549
4,60,16.667930422014,85,0.5452846636353921,1060.1333333333334,1270.2779131525137,2.9891624078220356
4,63,33.489018453492996,93,1.2965594940038898,1015.4333333333333,1222.1354121195836,6.962012173657063
4,69,14.367454073288,103,0.880706931226281,575.65,741.9096033470407,4.592854757472618
4,78,32.513783101369704,85,1.00467722012667,163.18333333333334,362.80703155900824,4.756926541176236
4,89,25.002759822810802,96,0.901056784030309,236.76666666666668,423.8711495932513,4.6740114337810565
4,89,34.8042923185295,97,0.577098224224853,567.4,762.6348636377282,2.9935557295032535
4,97,3.7287131300964,89,0.401754582725835,550.1,623.2405994052676,0.8273007877319379
4,100,36.038951092416205,101,0.881400718293369,1412.8333333333333,1828.847032572069,11.275303870300103
4,101,30.109572112097503,87,1.1989068906226001,472.6,787.3458791237872,9.896320464132852
4,106,38.2129696730694,86,1.25865285081994,983.4166666666666,1440.4981102453228,15.113353298929447
4,108,13.5397244802914,86,0.86927660197484,303.8666666666667,474.0083671567809,3.9024057622931063
4,130,24.850614828931604,85,1.30174414102174,403.1166666666667,631.2069140641265,7.496036692718964
4,141,6.4383650491088495,97,0.735346417338288,70.51666666666667,290.69461628454025,5.081915287444491
4,143,33.3093317496895,86,0.681967928243867,4.016666666666667,414.6706424393278,7.37699242672361
4,143,7.58414623835044,82,0.7570520921486971,303.35,706.6858460673208,8.189193830269286
4,144,36.7868870687167,86,1.17869382024197,331.85,426.7467139925587,1.9634858915266051
4,146,10.3212899730761,84,1.30464822288876,1328.75,1488.1848931037146,5.447142325321968
4,147,1.2207526682118401,87,0.957014508523355,325.8833333333333,396.6454475770548,1.9300106671367077
4,150,39.2290855368781,94,0.968606515972332,421.05,795.9060732642213,10.18616860046461
4,163,33.384685313523605,87,1.06474472629895,960.5666666666667,1337.506441289333,10.60815561651716
4,183,15.354514212383302,84,0.56306932710053,1137.0,1195.817313211201,0.6852319316127565
4,184,16.9596485268817,88,0.503326990252208,228.73333333333332,634.6413471585726,5.7425341620280665
4,184,30.607311366682502,97,1.0478678447485699,483.6166666666667,867.0843506751581,11.9552835677343
4,187,38.446096254396,93,0.8823252095171179,1337.95,1448.8632099778567,1.98212640027375
4,193,0.251679851525481,97,1.19669914638603,564.9833333333333,829.7601010798882,10.235341282507367
4,196,34.0165097918853,103,0.48685891794631897,36.63333333333333,426.4553052947009,5.947462472685361
4,197,16.9421881757576,87,1.23001731952034,436.31666666666666,752.1604043007926,10.661968397292497
4,201,10.815776175785999,86,0.54655762475899,306.23333333333335,592.412983605923,4.3143971158291015
4,202,39.3162876789339,98,0.789440168313621,591.5,767.1813160963666,3.516633012207691
4,210,18.7996535941942,92,0.504550806718155,949.8666666666667,1175.3881923249025,3.1985850776967846
4,212,5.35980442563615,84,0.88906448146232,1425.9166666666667,1531.243439215468,2.488558258977895
4,218,18.0514707422685,99,0.792945722018957,598.9,976.720802245874,9.414159226870328
4,223,37.3372796561913,82,0.47876767635449896,210.46666666666667,391.728950062448,1.8834481493322397
4,231,1.6480362765141898,81,0.686724792176173,998.3833333333333,1067.4245544063815,1.2495754122342349
4,238,10.128311170996,95,1.27525340600803,882.4833333333333,1089.3383088829307,7.944417712044654
4,239,1.44539556285322,101,0.947742424389995,1107.4666666666667,1232.0311955411314,3.92840260508257
4,243,38.020482260741,86,0.53656520068043,1427.7,1777.3828238518672,4.793845449997429
4,246,23.426955800602897,92,0.48003347496794796,1194.7666666666667,1381.0747103278882,2.3977768214436352
4,247,9.768917471971099,98,0.94702475685893,1426.6333333333334,1613.4929384434392,5.478502669814524
4,251,7.322436477260919,89,1.33430218116494,131.86666666666667,212.2722557952406,2.8929452963420315
4,274,36.9952202699054,102,0.908303585864612,1158.25,1362.1750074280365,5.155179424953799
4,278,32.5453066986662,98,0.405616034230264,447.6166666666667,838.1855099097222,4.743856177104821
4,279,6.40349726255067,95,0.860688807874267,138.16666666666666,361.0704061671923,5.900745620882603
4,280,33.958779153554694,93,1.09085974024862,616.3666666666667,838.2738098957594,6.3557844120834295
4,296,11.772427636013902,101,0.9950192118262091,312.3666666666667,607.823578826634,9.503140910677736
4,297,9.53062976269575,90,0.8271189273632109,1303.4,1658.4599071882685,8.57381415950475
4,306,23.232523769848598,82,0.8431051113954151,239.25,304.41929645462034,0.966427602429537
4,306,21.735525429011897,88,1.2236388753212801,1409.25,1470.0629727034582,1.402622719911019
4,315,31.4711209762032,100,0.897546589914115,575.1666666666666,967.0085563071115,10.781651817310614
4,328,9.618005030388868,92,1.3410242687413798,657.2166666666667,896.9215402462762,9.462263622391854
4,339,20.856006476874498,86,1.2058304000285802,837.9666666666667,1083.7846020833356,7.776290072587303
4,339,10.053139721344099,97,1.19008832087242,1020.3166666666667,1229.820588747004,7.674770842469178
4,345,3.9152137793829103,86,0.7841105598968969,666.6333333333333,758.4328877350914,1.9754497999052976
4,345,1.55862366408154,87,0.805253795599194,779.0,867.4327994517167,2.0287170339837997
4,352,25.411206617220998,87,0.7679685399714279,334.6333333333333,716.5142019893784,7.938967091101858
4,355,12.238131281954901,90,0.625303780461004,919.45,1026.7139603813923,1.7826003053195834
4,366,17.4125403264677,95,0.696680589650296,1143.5,1215.8082903931152,1.2110854449813626
4,375,35.622906165412395,92,1.12395515707074,312.73333333333335,743.4189752747222,13.617005843417775
4,390,9.17512341963366,94,0.5061638794195991,366.43333333333334,438.91149162919555,1.0039735709755617
4,390,35.3457125714049,100,0.6865205298546929,570.9833333333333,665.833898688393,1.3617101020653402
4,391,24.006207096538702,97,0.622602435701826,218.03333333333333,396.5022919064636,3.109460624523192
4,404,16.2965168259211,95,0.5226346541493321,41.25,252.9911968743129,3.2346284874765736
4,406,28.621910901606302,100,1.3239639051461,1042.75,1102.6453091732687,1.3801616834313213
4,413,37.272484340034794,103,0.8539492833251969,1194.1333333333334,1311.956974109529,2.3616733459655133
4,417,20.4979447581215,99,1.37088623051172,1342.4666666666667,1564.3462027378168,9.110351270115789
4,422,14.6689927043451,87,1.22127624872405,633.0166666666667,752.6241159980917,3.716606495035939
4,429,30.8407372656894,87,1.37243739490556,1345.65,1658.2186142408004,11.212962332891868
4,447,3.6083153805748203,92,0.9702838441257471,228.61666666666667,464.55689596285777,6.913122344778849
4,450,27.5061115840092,82,1.31437751075932,1187.3333333333333,1316.3470037835125,3.646792902917759
4,460,38.7614683589762,93,1.05272779888591,11.966666666666667,426.1840834084655,12.252840337709792
4,469,13.324707429268,90,0.40128938585390905,837.95,1010.605899023952,1.918137480672068
4,493,19.9361194273933,85,1.1771703294854698,691.0666666666667,792.196761887122,2.708075611702361
4,494,39.9020016892741,85,0.748868268579208,850.2,1246.618479108016,7.564543186328392
4,496,5.2928220624411395,87,1.39991870921945,930.55,1248.8783254635887,12.708503477974663
4,509,2.91326374329175,96,0.8682941395387029,1206.55,1467.2335944870536,7.16225496101637
4,513,36.5944727652479,94,1.38454905502256,406.71666666666664,537.078302857026,4.0678574420547005
4,524,7.11378758433092,94,1.25822960224168,1021.6333333333333,1277.247608922883,9.797014332296316
4,530,30.1302370866452,83,0.422339761834161,411.21666666666664,584.3852630821748,1.6713650962681301
4,535,35.2978444882567,101,0.6933115866562951,1246.6833333333334,1383.2205092044676,2.363076849593868
4,541,32.3768879656405,101,1.14322682377121,529.5,643.0498238364354,3.124235614275681
4,546,31.4626987061953,103,1.09491729473066,475.31666666666666,575.6136572827227,2.587629746104156
4,553,20.0498972436467,101,0.5120978496263789,1125.4333333333334,1399.367660319559,4.377126907668072
4,562,25.1152267922889,87,1.30308122370189,949.6666666666666,1022.200824638764,1.7919308471841904
4,564,35.320433404074706,92,0.7730051995492192,35.483333333333334,327.3635202572143,6.0818753862868755
4,567,6.751071792421299,98,0.400289344808706,1285.1833333333334,1608.6072364745028,4.140851499190734
4,576,6.011438916092369,81,0.771776673213672,115.8,570.4829486361347,9.349403538712227
4,576,35.9733696553733,97,1.22676700101376,1224.4333333333334,1635.0705410023502,14.86121586532845
4,580,22.2088919517603,100,0.7719145738548779,123.33333333333333,290.07704557526824,3.7189511403827162
4,586,24.967262469432,103,0.632560976537379,1356.3666666666666,1524.7323305672141,3.114315994282021
4,591,1.32614754074897,92,0.9824466444024491,520.2833333333333,887.2334061194817,11.015650619764905
4,594,35.5624105381361,91,1.35067799239245,145.81666666666666,369.9769703006863,7.726962383024546
4,604,28.0493540785179,95,1.08886867349259,886.0333333333333,1119.4786209340457,7.082224593044331
4,605,35.599377390008,102,0.658992852847339,406.8666666666667,677.5126540612564,5.266397226686518
4,605,31.6686977117974,86,0.7748775890935309,1278.05,1588.4949095776967,6.192499916488562
4,606,25.7542760381487,91,1.22510530691079,159.75,609.3718588363749,15.751566895111186
4,608,21.9483853117028,94,0.931405092967142,655.5666666666667,1039.5153794500038,10.564627058102738
4,617,13.194731825624599,85,0.9424819160223811,552.0833333333334,944.4183022564389,10.124429817856386
4,620,23.6236035533709,101,1.06058944105778,1317.4333333333334,1533.5054639180546,6.871665482457955
4,625,3.93716547325999,94,0.8330060934282841,1230.8166666666666,1434.1239540444974,5.203731160346816
4,626,7.82574462174117,81,1.08866168381898,143.23333333333332,218.14679059626138,1.9719671996029964
4,631,34.901530104696995,87,1.20569921713947,1189.0,1426.7621006430977,7.093076101511863
4,635,15.731881845801698,90,1.17188403965347,481.26666666666665,846.205627637157,12.27690607680687
4,654,17.053296737895803,82,0.9333658811038421,505.3333333333333,789.9884071626839,6.8270567379044715
5,7,39.6134098934878,93,0.605379104297555,309.53333333333336,467.74821926160314,2.2257645152394314
5,7,36.2304044200062,97,0.985931473069538,597.8833333333333,747.8244312712231,3.624920767231016
5,11,13.2646083955585,85,0.7751729167977099,194.73333333333332,559.6854030902425,7.724193531365372
5,26,28.056446009152,99,0.7278014449353071,353.8833333333333,642.1478173163496,6.249532938698268
5,42,5.3857633512214695,90,0.53645214942669,941.9666666666667,989.8474201769559,0.6838958643209366
5,54,18.3332358687978,100,0.42554423278580605,1249.7666666666667,1440.2486584542994,2.4418970087503853
5,72,20.9988903448406,95,0.535630399938427,1363.9833333333333,1658.0241893735752,4.631236614037728
5,73,19.630088481201398,103,0.8970856343335551,1296.7666666666667,1684.143793998184,11.326586772998729
5,78,29.6030167293518,83,1.28045323555344,206.18333333333334,645.4040504586256,14.511064571463715
5,96,9.95220373303524,81,0.40406514244644703,169.43333333333334,408.1635690167967,2.4959131578540243
5,101,38.2666830126959,92,0.427224444606319,852.2666666666667,954.4712719713742,0.8376858624415913
5,103,34.6607170567775,92,1.09910332447036,1082.9166666666667,1301.687842359606,6.205596792807562
5,105,38.5129744047845,99,1.3908209913265202,44.916666666666664,293.62375107854996,9.64729855488527
5,114,5.2103819443975095,85,0.9705723434743511,425.95,655.015057292209,6.155902777417105
5,118,17.850659740408197,88,1.24441207861446,1157.15,1399.4318208936838,8.192355534193727
5,119,20.5898812352705,81,1.19869348628407,115.46666666666667,438.9292645820565,9.802391921755728
5,121,12.612250577696303,100,1.38735897862144,243.96666666666667,455.09470446963894,9.180421993503
5,126,23.6739322318926,85,0.601583052536241,848.4,1123.0650547962443,4.278106827366548
5,135,4.05009081498903,94,0.638663175888032,234.56666666666666,598.7127978301295,7.206042530281384
5,135,37.377783406879,97,0.5532470265666,1265.2166666666667,1651.553499483407,6.2422913261709185
5,141,10.7931541686431,94,1.01357104920547,576.75,877.8941144790201,9.22112826102761
5,141,1.93560060136345,92,0.70965267580285,1098.8833333333334,1397.4818716431255,6.456181191727166
