Departure city index,Arrival city index,Average delay per trip (minutes),Speed (km/h),Cost for 50km for every 1kg good ,Departure time,Arrival time,Cost for every 1kg good
5,7,49.346019213172205,32,0.43295261842648997,1279.9333333333334,1673.9648922725905,1.5918134075536687
5,14,10.165154183118,33,0.6383665816235891,1143.6166666666666,1851.8594319144609,4.901923601116506
5,54,35.1140153524275,37,0.413379600771057,1007.65,1508.0309232411703,2.3720927998320693
5,54,17.7611578428344,31,0.6710084843282901,1060.05,1633.1297253229466,3.850442526269937
5,119,60.8272834878603,35,0.68077487882121,338.76666666666665,1100.5279516142316,5.56707969889629
5,125,59.9056468386094,32,0.7917918675977901,1119.5833333333333,1330.4362601516066,1.274867506388316
5,135,49.701456514549506,35,0.7025263429185731,73.23333333333333,1090.049869640927,7.926611235531463
5,143,76.9951493799455,33,0.49306608580679795,764.25,1814.7580473289654,5.280068134815716
5,154,63.0057314806353,31,0.7490558252274642,287.5,1122.1445643006282,5.972672481187217
5,183,9.23475529542017,35,0.4041398120734289,511.45,1567.3551099252677,4.935013538267583
5,183,58.050150474450795,37,0.48323631425100794,787.5166666666667,1835.6603958450273,5.9008731180830996
5,183,42.552970816190296,37,0.17035032710970802,806.8166666666667,1839.4632161867667,2.0801741016843334
5,196,38.8812506611664,36,0.276909978004174,1053.8333333333333,1867.110583552078,2.5732557504481117
5,196,52.704685760775,35,0.476028357648044,1067.1,1916.3262853057126,4.423613470063312
5,198,18.4588205658051,32,0.35955956771367,386.85,1060.5096879972934,2.512893233699066
5,198,63.5488832200055,35,0.34662520166369,604.3333333333334,1266.9230096335566,2.422497416572418
5,224,11.1168410173929,32,0.11490086043348,576.3333333333334,1571.948634715743,1.2066103487080186
5,227,67.8120109628461,33,0.28658654094231895,204.78333333333333,1056.9664927228432,2.472692356668069
5,248,73.4396556895107,37,0.12036023262645901,971.9833333333333,1803.558458967596,1.125408792140682
5,270,56.8493147491283,31,0.739734161331193,680.2166666666667,1757.205729851226,7.797866286244808
5,295,23.3108081592591,33,0.571060784178702,1390.1333333333334,1850.679707589387,2.746568937706596
5,362,9.4193169361166,36,0.565386982447005,838.2666666666667,1608.187346701985,5.159730849953902
5,391,18.8155556657084,35,0.130072696286613,577.0666666666667,1561.064337006636,1.4646781340717865
5,398,24.8431926274082,33,0.7189326344295821,257.9166666666667,835.1391266809658,4.3683583009741405
5,412,1.9375383658421401,36,0.53754030388386,613.1333333333333,1131.180840224802,3.3291589118250577
5,412,1.4222538626889099,35,0.7509173866078951,1317.35,1849.6282214890477,4.6506713852105594
5,444,53.8697446500488,35,0.774562691581253,1277.6166666666666,1997.7429777199136,6.020670592497693
5,482,12.475724035238303,37,0.392910179807872,1319.3666666666666,1917.0240139621621,2.835727074057218
5,510,65.1880858086376,35,0.5799742620216191,393.96666666666664,1480.1664376447197,6.908539150585116
5,512,78.6294128372735,34,0.38479989578623897,150.78333333333333,1003.1013631467987,3.3741067240789633
5,512,9.633421841039562,32,0.661023478461268,1106.8,1938.4775773782433,5.796165196180885
5,545,35.3341424497984,33,0.7540725726942751,262.85,786.9992885834893,4.054623042986563
5,545,69.1857779035726,36,0.122851927211797,1408.4666666666667,1925.7329951927893,0.6605707102812411
5,568,67.8100372396972,37,0.63229684072732,400.68333333333334,1505.9455411778954,8.090392001842933
5,570,47.639543430230205,31,0.757244703044548,24.433333333333334,481.0639016674913,3.2002983010796875
5,591,8.23196977815499,37,0.353951425628664,888.7666666666667,1235.5854599642698,1.4780672295667374
5,596,70.7858623117232,33,0.54633383197591,713.95,1036.071816629107,1.510446685390923
5,596,72.0835878773318,33,0.509339463198069,1246.3333333333333,1569.7528755280487,1.4081685205982963
5,601,36.2449445030438,32,0.6950259529628641,333.03333333333336,1229.6266099784284,6.378287140555092
5,617,78.40465232269129,32,0.692000502873187,236.05,977.0077226825294,4.890528617271275
5,617,27.702792631462998,31,0.783129434486011,563.7,1275.3285426803282,5.53455798728395
5,623,63.818936337974996,31,0.23205048206372,220.61666666666667,1453.6653783107683,2.8036434410314306
5,651,57.0341662233837,33,0.747769607458266,55.5,828.6424659013692,5.890324243625949
7,5,42.3656050230892,31,0.3580209434218711,95.21666666666667,493.38669979410173,1.316316182577171
7,5,48.053728621892795,32,0.28105955233168894,774.2333333333333,1166.972601681311,1.0333564105666138
7,14,69.3024459425481,36,0.794800546101013,835.75,1487.8643296157231,5.5586304410111955
7,30,75.01320425143291,31,0.480767501207621,273.1,679.0955367846916,1.6442973392108085
7,135,5.427175271205139,31,0.19066706877184,715.7333333333333,1518.2339364374882,1.57041509216859
7,135,65.5000860962654,31,0.103851266089649,1020.25,1882.823513929215,0.8553632080176391
7,152,23.399369393792,32,0.32950526762466104,1168.2166666666667,2258.4085898077237,3.7494801698398734
7,207,32.6356628057797,37,0.39744700586840004,1335.1333333333334,2375.9258382663515,4.9418299929736165
7,248,38.548646784326294,36,0.440499937329639,128.33333333333334,1107.8781645262663,4.974105123113048
7,251,67.71269198361921,34,0.445593290059904,468.18333333333334,1307.1638344282574,3.894946619897603
7,291,4.162490687727431,32,0.6847369231973129,365.31666666666666,1576.3124488717297,8.814542025020438
7,305,2.21718490164053,36,0.274973783260383,526.45,682.0669720719912,0.5061710379548268
7,315,32.9638708651514,33,0.37132228515381205,604.6833333333333,1750.635212529783,4.546049756626044
7,315,63.0116144093429,32,0.128379100132189,833.1333333333333,2043.9138313343274,1.5717283886423827
7,326,14.3240613076321,33,0.38468263900064903,745.1666666666666,1286.4825260694897,2.229970551852508
7,336,64.4684527230485,33,0.133669634511106,177.75,443.3757031455631,0.29577477757560194
7,346,10.4146792858357,33,0.132571763630733,1295.1666666666667,1874.7008584148662,0.8299409523217832
7,362,56.872396722351596,31,0.656450116712454,1118.95,1697.767929192471,3.540522458978056
7,424,6.911774067105879,35,0.455391268852414,770.4166666666666,1430.1548118926348,3.4684000108607647
7,424,1.83488908593651,37,0.628209291243035,1087.45,1706.8233482902658,4.784635239188833
7,444,48.3211720794955,35,0.74714311470123,256.4,1314.9541410668012,8.805867081935544
7,444,24.4793369447308,32,0.383420344782622,790.7833333333333,1920.2049801079297,4.519011854931987
7,464,51.5290229321441,35,0.11760909789858999,394.81666666666666,1089.7510104325056,0.8828203926080433
7,482,46.027140777467395,35,0.526050286550361,1263.5333333333333,1598.3885505593687,1.7726110777615192
7,505,15.889405016565199,33,0.33188035665949,337.9166666666667,905.1893266701611,2.012925984532458
7,568,41.143736715874795,35,0.562072202968998,1049.4333333333334,2061.1893742254424,6.364798953766763
7,568,52.71712818972961,37,0.126512833504411,1197.3166666666666,2168.1805690771585,1.4326073164151074
7,589,46.8803790264447,33,0.118339909303391,48.233333333333334,722.5585241692689,0.8167693833466023
7,591,7.23923389960092,32,0.544398945846862,390.81666666666666,841.8132842446751,2.576864553453723
7,599,3.3376569944609398,36,0.64456969542653,691.6833333333333,970.6104768441543,2.1316395766392477
7,612,67.68906984194429,33,0.7433869686405121,1298.3,1481.517982987805,0.9447095738721785
14,30,18.4120047679083,35,0.522954908913814,621.95,1066.7664064745586,2.6015532089744244
14,119,61.4047982851336,32,0.192789601577376,368.8666666666667,818.4200533853121,0.7981974583137883
14,135,53.9580091059371,37,0.376202485872045,343.96666666666664,1160.7465896500503,3.5393645034331858
14,154,60.3229595063565,31,0.7635680179816461,104.58333333333333,276.39293309770807,0.879652206976894
14,184,35.19770391195279,36,0.363568934582883,724.5833333333334,1265.5629799207145,2.2066392243571955
14,201,40.608224392832604,35,0.533427392088235,999.6,1642.2416394700372,3.7466463364704166
14,207,16.3212883334969,31,0.686611166811744,1144.8166666666666,1613.6833821352072,3.210801685525286
14,207,59.891899007857,37,0.12324154820145,1238.25,1677.301581202083,0.5763147904066294
14,239,24.7023176494381,35,0.7966731923531271,61.31666666666667,632.1977519243214,5.076469794502571
14,266,66.41265469280779,32,0.6196811154176489,992.2,1646.1080142650346,3.883304317039043
14,280,28.9814740053085,33,0.16355436092078798,1368.8833333333334,2201.9773657500964,1.4466772715930174
14,305,32.3619785611232,36,0.359994190615822,1354.5166666666667,1973.1771727576097,2.5327687665281493
14,355,42.3114915135009,37,0.48249898816782305,117.21666666666667,478.4892087711886,1.8980800714930663
14,355,65.9971668232707,31,0.786984147970337,430.5833333333333,877.2759476362098,3.0958799178328786
14,355,24.9048413850798,32,0.136968590130663,1245.0166666666667,1638.7202227976145,0.5388142933412492
14,379,13.4770795285627,32,0.37648903070522494,1340.1166666666666,2277.526346522054,3.7104052174293805
14,391,15.948770264630499,34,0.15164616722073498,270.3333333333333,1363.4865687188817,1.851344522418023
14,391,75.76774571108959,37,0.43691145920611607,1341.0166666666667,2406.647974921302,5.333953713485672
14,398,35.9463261357511,35,0.57653659099649,1072.4333333333334,1406.0721260149046,2.00235699798941
14,412,30.4148125732984,31,0.20864673418834898,351.05,930.4159212938766,1.1835475126574266
14,441,69.4478933305188,34,0.7409416988684221,189.91666666666666,1380.461800418011,9.414233864359874
