Departure city index,Arrival city index,Average delay per trip (minutes),Speed (km/h),Cost for 50km for every 1kg good ,Departure time
278.0,299.0,4.10257183786436,101.0,0.618754964901131,0.522638888888889
620.0,336.0,11.7345007348357,90.0,1.25890283830914,0.0798263888888889
45.0,608.0,13.847698718737,101.0,0.576710045124002,0.145196759259259
274.0,496.0,12.1484119735121,97.0,1.36408043916282,0.0965625
323.0,591.0,23.3636621903087,90.0,0.985682912060393,0.450231481481481
124.0,616.0,19.2176151887612,101.0,0.64570029526776,0.321099537037037
353.0,276.0,18.4811098905338,98.0,1.37258659188027,0.815451388888889
227.0,137.0,36.7073820821698,98.0,0.612646059302349,0.279525462962963
606.0,14.0,19.1853572281289,97.0,1.39286296125614,0.843611111111111
489.0,407.0,1.74927743677605,93.0,0.62588456098795,0.517407407407407
193.0,280.0,16.7261083970813,91.0,0.463010874375773,0.538368055555556
486.0,306.0,29.5295531022284,98.0,1.35093855876405,0.73087962962963
441.0,425.0,21.4040818805595,95.0,0.985129427347448,0.0358449074074074
171.0,344.0,13.2638682168194,95.0,1.26619322676436,0.819375
154.0,402.0,18.1660907764162,88.0,1.12614862848162,0.99931712962963
473.0,226.0,12.1959731830376,86.0,0.918874881191408,0.886759259259259
291.0,535.0,7.24249710507876,102.0,1.38998058644428,0.988703703703704
196.0,146.0,17.5136192204679,88.0,0.726714240065522,0.704097222222222
126.0,544.0,34.3382204029069,82.0,0.788163754773378,0.564872685185185
473.0,586.0,0.489578510793542,97.0,1.24059132433048,0.572037037037037
359.0,587.0,31.5702775892065,81.0,0.538708545505003,0.710833333333333
103.0,220.0,24.9144990217137,82.0,1.35275543800751,0.904965277777778
48.0,49.0,35.3907947677602,93.0,1.18985421222111,0.306550925925926
410.0,23.0,19.9855980637181,89.0,0.815590717713477,0.0477662037037037
147.0,58.0,24.7641195827031,83.0,0.794385460478495,0.506828703703704
345.0,389.0,19.8433188478721,86.0,0.76314072764148,0.672673611111111
150.0,331.0,11.4543825276134,91.0,1.25890597042225,0.729328703703704
202.0,4.0,3.31705936012034,92.0,1.02503503321552,0.00241898148148148
417.0,114.0,35.2057159955322,90.0,0.609624087974714,0.790821759259259
420.0,51.0,20.2311411752271,101.0,0.78367315938993,0.613530092592593
348.0,655.0,7.62297418801062,94.0,1.16715686027442,0.722546296296296
251.0,412.0,7.98386954436475,87.0,1.17344515895741,0.324675925925926
73.0,360.0,38.8806226746644,99.0,0.580488955982791,0.0704050925925926
42.0,130.0,27.8946595750935,97.0,0.848897341216445,0.674733796296296
479.0,276.0,29.0202599030026,89.0,1.31648272748893,0.800266203703704
242.0,261.0,9.99543689920094,101.0,0.527305152192764,0.120185185185185
242.0,450.0,29.4826648000654,86.0,0.88198390595673,0.704907407407407
162.0,198.0,31.1526115437632,94.0,1.22451403446881,0.0258564814814815
142.0,601.0,15.1402036273228,84.0,0.412163676106984,0.142939814814815
119.0,101.0,0.349729693950045,84.0,0.616168565144141,0.317210648148148
504.0,654.0,6.26903206140085,100.0,0.800677712759483,0.0632291666666667
631.0,331.0,19.4819817391291,103.0,0.413006523839335,0.426597222222222
58.0,559.0,33.9253819014473,101.0,1.01527115302805,0.333900462962963
612.0,395.0,31.1169682971079,92.0,1.37417437571967,0.676493055555556
98.0,336.0,26.4086072123023,85.0,1.27433426804814,0.509340277777778
530.0,264.0,27.2612257370893,82.0,1.00848845216576,0.0517708333333333
105.0,258.0,9.78684758158394,85.0,0.448740949545069,0.499548611111111
590.0,343.0,21.6743136115657,101.0,0.531529742940467,0.885011574074074
489.0,477.0,10.7263967710427,100.0,1.34217535940608,0.0169791666666667
592.0,82.0,26.1679109653462,90.0,0.50857631772618,0.145300925925926
360.0,9.0,38.4210637199475,103.0,0.47845097105519,0.229548611111111
654.0,597.0,9.79307459940861,98.0,1.14531364909331,0.137719907407407
121.0,98.0,8.44408119448135,89.0,1.21853173215458,0.250347222222222
359.0,114.0,17.2550128906329,98.0,1.26537603624563,0.00216435185185185
355.0,486.0,14.481018498828,88.0,1.38292432675906,0.0827777777777778
198.0,356.0,31.6037432346395,101.0,0.851376876074446,0.435185185185185
8.0,360.0,31.2000525642209,92.0,1.27825626080928,0.389722222222222
280.0,513.0,4.55641997058924,98.0,0.61591540173151,0.877835648148148
602.0,409.0,0.301902639735125,92.0,1.24556359478463,0.593090277777778
144.0,119.0,5.74936587927914,100.0,0.923279460689159,0.136828703703704
243.0,342.0,28.3501735852355,103.0,0.986175097927564,0.913425925925926
108.0,210.0,17.6759844281955,93.0,1.21525704339728,0.557268518518519
649.0,504.0,20.3400439983218,96.0,0.597338459625922,0.3884375
391.0,108.0,2.64464141885245,99.0,0.779953436155618,0.541770833333333
590.0,489.0,6.49849734259607,101.0,0.724833169561202,0.900405092592592
556.0,37.0,34.6241118615345,89.0,1.26294652056481,0.733969907407407
280.0,301.0,35.1081399480674,84.0,0.479254066548359,0.17318287037037
593.0,429.0,37.4166478435942,97.0,1.09823827149847,0.712951388888889
154.0,543.0,4.09775191074934,90.0,0.862053937498541,0.49318287037037
315.0,360.0,36.9543907566172,92.0,0.808020482380348,0.356689814814815
301.0,53.0,12.713600032212,94.0,0.835182503692647,0.526574074074074
420.0,28.0,39.6888921345251,100.0,0.98494266261641,0.775289351851852
156.0,27.0,0.361819484417079,103.0,1.12627949426426,0.61494212962963
248.0,143.0,3.04421965331089,94.0,1.14243777311707,0.503634259259259
605.0,114.0,37.4153097667108,85.0,1.05373199781578,0.630763888888889
641.0,375.0,24.0957732449118,84.0,1.20672813891351,0.260856481481481
404.0,27.0,0.680462344068364,94.0,0.464188290155767,0.995046296296296
92.0,510.0,31.2804881839793,89.0,0.539810757864127,0.0136226851851852
44.0,323.0,39.2735370387409,103.0,0.948052927513806,0.939606481481481
152.0,546.0,13.2457924597223,95.0,1.33051909849726,0.0486226851851852
41.0,556.0,8.17671240194131,102.0,0.922377829602929,0.288217592592593
472.0,254.0,3.71360448042592,93.0,1.04384804554845,0.989548611111111
39.0,146.0,1.39726248383525,95.0,0.93314341576436,0.895914351851852
588.0,348.0,1.7596446277438,98.0,0.454434977771708,0.386851851851852
146.0,588.0,12.4717157280462,91.0,0.45924590482864,0.887141203703704
479.0,26.0,19.3744829912077,87.0,0.776117514904157,0.549097222222222
315.0,599.0,34.4239774249052,94.0,0.712113376855924,0.796747685185185
591.0,447.0,2.81694112645286,99.0,0.888760721129813,0.49255787037037
35.0,512.0,30.3030114890691,84.0,1.25225198643148,0.242858796296296
612.0,206.0,31.2694929671222,88.0,0.489179882078347,0.411527777777778
248.0,351.0,3.17358399909683,88.0,0.488274806598903,0.594085648148148
246.0,398.0,22.1724357020426,87.0,0.963887699717766,0.513877314814815
215.0,172.0,0.0820366350777757,91.0,1.36930951747853,0.223611111111111
436.0,641.0,32.5385409517388,97.0,0.437073920753611,0.764699074074074
425.0,599.0,23.0416817978792,89.0,0.794757198905695,0.820648148148148
156.0,286.0,20.0700318192208,85.0,0.436241335370115,0.52244212962963
206.0,18.0,34.0672056705916,87.0,1.1144501575461,0.0686805555555556
496.0,409.0,0.263690085854953,92.0,0.985928429374007,0.1646875
387.0,402.0,8.10917091422654,87.0,1.34680076333789,0.756423611111111
