Departure city index,Arrival city index,Average delay per trip (minutes),Speed (km/h),Cost for 50km for every 1kg good ,Departure time
295.0,305.0,56.8768342955278,34.0,0.61646998540521,0.454479166666667
105.0,170.0,47.143865374629,32.0,0.528599453483905,0.268680555555556
278.0,295.0,10.0977099558864,37.0,0.247312388025889,0.157222222222222
545.0,153.0,44.7979064280088,34.0,0.672579577056497,0.280486111111111
355.0,534.0,21.0746189168889,33.0,0.411713527636832,0.732002314814815
184.0,326.0,11.2168141879534,34.0,0.702304318688729,0.686087962962963
424.0,119.0,17.688525519195,31.0,0.294704406043521,0.912789351851852
224.0,153.0,78.7741762999592,32.0,0.412990959597745,0.985069444444444
641.0,412.0,76.7533739964364,31.0,0.437854539198406,0.492222222222222
248.0,510.0,4.84346561005493,35.0,0.613132187780428,0.930810185185185
617.0,589.0,1.09011098223215,32.0,0.383079863072784,0.167905092592593
545.0,601.0,76.3300544316719,31.0,0.795193408403326,0.536006944444444
398.0,617.0,55.5803111590697,34.0,0.730597601752213,0.115092592592593
5.0,119.0,60.8272834878603,35.0,0.68077487882121,0.23525462962963
362.0,568.0,37.5007674137987,37.0,0.152327258636295,0.518229166666667
391.0,49.0,8.4654650314628,32.0,0.27716002529925,0.142268518518519
170.0,247.0,21.735519031408,37.0,0.148815448651346,0.437777777777778
265.0,362.0,74.4259670700753,32.0,0.265531723411856,0.728773148148148
462.0,280.0,14.8126163268987,37.0,0.735774397986194,0.826354166666667
305.0,289.0,2.88318810549711,33.0,0.595722463978594,0.261643518518519
424.0,101.0,36.292013857634,32.0,0.529767750050661,0.164606481481481
362.0,604.0,32.1088306022433,36.0,0.128668371197482,0.926168981481482
198.0,295.0,64.0719175982344,32.0,0.384210740344214,0.351701388888889
124.0,623.0,72.2359228030428,35.0,0.165665489287443,0.583703703703704
398.0,534.0,7.59863303792794,35.0,0.259414030240387,0.0215046296296296
625.0,591.0,7.67978840480158,32.0,0.604193450151221,0.461319444444444
623.0,280.0,46.4631699459375,36.0,0.588601403352222,0.318541666666667
483.0,143.0,30.2324432280571,32.0,0.353020467024595,0.926967592592593
315.0,124.0,8.51110701987589,34.0,0.386195030082012,0.520324074074074
170.0,598.0,8.69107346995572,31.0,0.734427749144003,0.805787037037037
198.0,441.0,0.0614021803145448,34.0,0.292080667931365,0.00489583333333333
153.0,198.0,65.6526057214085,34.0,0.508749245718457,0.684722222222222
251.0,153.0,37.852086325521,35.0,0.593587264165448,0.403831018518519
248.0,184.0,29.8352274104308,33.0,0.374498379811465,0.314247685185185
278.0,512.0,29.5683257900193,35.0,0.207906709748165,0.931898148148148
336.0,304.0,44.0634855476229,31.0,0.117181262024811,0.12599537037037
270.0,125.0,36.2907719273199,34.0,0.778973541484241,0.5665625
505.0,362.0,35.4725027371351,31.0,0.574909562613669,0.0552083333333333
344.0,163.0,2.86898002626799,33.0,0.547630141684423,0.0370717592592593
280.0,270.0,73.3142063506977,32.0,0.494103539399299,0.546990740740741
625.0,591.0,56.5662758460742,34.0,0.199332234261252,0.23037037037037
315.0,78.0,43.2463596483815,34.0,0.656659318981453,0.55869212962963
154.0,379.0,35.9834168035121,32.0,0.729978936341221,0.751215277777778
30.0,391.0,44.2702471993532,34.0,0.104571864322021,0.722789351851852
105.0,78.0,19.2289810764405,31.0,0.186362888141223,0.458449074074074
344.0,315.0,73.4663852419829,32.0,0.553096945359101,0.882777777777778
183.0,386.0,74.6172672607499,35.0,0.66445007069135,0.0503587962962963
30.0,386.0,55.8209271879001,34.0,0.273462368387376,0.308391203703704
201.0,207.0,26.7141910591047,32.0,0.170866582393468,0.240439814814815
500.0,442.0,26.5740054337173,37.0,0.323403294174004,0.764768518518518
391.0,553.0,19.2052998542816,35.0,0.747791441220124,0.119074074074074
153.0,379.0,65.9926712692494,33.0,0.132536013878196,0.399027777777778
