Departure city index,Arrival city index,Average delay per trip (minutes),Speed (km/h),Cost for 50km for every 1kg good ,Departure time
456.0,190.0,166.166313299029,624.0,1.99785370457917,0.719143518518519
7.0,52.0,156.806813739065,568.0,2.38650664307698,0.202418981481481
52.0,345.0,171.113319660665,630.0,2.3189962310861,0.671134259259259
93.0,512.0,86.1345278649139,564.0,1.43650255256688,0.913819444444444
97.0,274.0,204.816640193699,605.0,2.99407835788729,0.229513888888889
101.0,642.0,149.569481349896,568.0,1.01561973538525,0.324386574074074
608.0,144.0,238.753874988295,621.0,2.5728114598078,0.213460648148148
360.0,490.0,45.0777906202203,665.0,2.52171111900432,0.646747685185185
398.0,442.0,108.150884377828,605.0,1.70486452381275,0.262997685185185
203.0,78.0,168.439367083162,572.0,1.03434988520335,0.107604166666667
586.0,405.0,105.747669759627,637.0,1.36479231417227,0.0959027777777778
512.0,591.0,70.9628800937372,607.0,2.89186273000808,0.831435185185185
147.0,84.0,193.716185602214,649.0,2.31706389752956,0.911597222222222
407.0,391.0,133.242082419436,641.0,2.11819396943997,0.926157407407407
543.0,597.0,48.9363514964729,625.0,2.48892386671924,0.221064814814815
412.0,617.0,70.6002891408789,649.0,1.56555880912694,0.0484722222222222
233.0,270.0,69.1127031436113,623.0,2.36978179672168,0.902141203703704
135.0,424.0,186.620385103021,567.0,1.56614878188078,0.853263888888889
351.0,510.0,228.671178021384,589.0,2.37518243077975,0.188009259259259
269.0,119.0,224.968202714895,649.0,1.91220371833715,0.0367824074074074
340.0,72.0,37.9072734340207,658.0,1.63990369332539,0.689282407407407
295.0,616.0,173.95874479024,625.0,2.38726893198973,0.709293981481481
105.0,69.0,107.813599847012,620.0,2.30409644509974,0.869606481481481
598.0,413.0,41.0188515059008,630.0,1.04529927632689,0.972800925925926
589.0,505.0,227.864166872736,566.0,2.24182178942176,0.969965277777778
135.0,202.0,237.3921831234,661.0,1.45965747911118,0.419571759259259
505.0,152.0,53.8198298466107,601.0,1.50950027055381,0.539895833333333
617.0,586.0,14.0150404037816,582.0,2.14422504462863,0.381770833333333
612.0,580.0,60.1266699268263,576.0,1.19023706842023,0.815578703703704
626.0,512.0,198.975874640991,648.0,1.07166700178671,0.84869212962963
570.0,304.0,73.5370046692933,669.0,2.71709941132897,0.856736111111111
405.0,274.0,49.9024753614467,591.0,2.6422213715412,0.82712962962963
291.0,442.0,200.691043838299,580.0,2.26997439495548,0.580497685185185
183.0,224.0,156.345144520976,664.0,2.77400201556185,0.580983796296296
183.0,620.0,47.0652242491205,618.0,2.27761117473811,0.141284722222222
565.0,483.0,226.763289289206,633.0,2.54287101942067,0.132511574074074
371.0,27.0,28.7572345469513,670.0,1.13465373013341,0.438715277777778
184.0,205.0,26.316895719461,576.0,1.90608818849396,0.633113425925926
144.0,196.0,191.550585599266,593.0,1.53182186285444,0.214155092592593
184.0,412.0,135.622267658246,598.0,2.14502103527572,0.406226851851852
371.0,184.0,113.838596570155,630.0,1.689364403937,0.771331018518519
541.0,543.0,165.069307877336,642.0,2.6984323758671,0.530925925925926
490.0,227.0,161.211186500983,596.0,2.70817983817767,0.287233796296296
447.0,346.0,68.1827977849214,656.0,2.51786156773942,0.0304398148148148
206.0,196.0,194.242049134324,649.0,2.35931948245334,0.964918981481481
496.0,386.0,152.245500411989,627.0,1.40704269327055,0.347638888888889
27.0,147.0,193.819269201136,594.0,1.58656288674705,0.926145833333333
442.0,247.0,204.759123046016,607.0,1.9444068549419,0.060787037037037
186.0,274.0,38.4648171233555,634.0,2.75914862358029,0.840694444444444
144.0,355.0,6.25224671497411,654.0,2.20037718940141,0.828194444444444
7.0,52.0,46.9073259399412,643.0,1.50902530354333,0.966886574074074
206.0,621.0,171.760557489247,632.0,1.08627457572832,0.391585648148148
441.0,265.0,77.0860448328158,580.0,1.3180616429654,0.343148148148148
589.0,14.0,236.685990092061,602.0,1.84280146922052,0.197430555555556
621.0,291.0,220.223892294689,607.0,2.27601750327137,0.500578703703704
39.0,483.0,221.893547507341,595.0,2.66338812928605,0.172175925925926
483.0,608.0,207.951472889936,574.0,2.73395774970405,0.103530092592593
239.0,202.0,20.2614610106486,588.0,2.44675754434335,0.240173611111111
197.0,207.0,76.9391668190109,576.0,1.18678920209742,0.908148148148148
196.0,135.0,91.4466086461976,672.0,2.52969449422792,0.228981481481481
289.0,513.0,111.530812890374,631.0,2.94032074342932,0.866516203703704
605.0,186.0,176.849355817534,650.0,2.51383193596132,0.155428240740741
304.0,483.0,44.4259208112914,573.0,2.08138382068968,0.0733449074074074
